longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,median_house_value,ocean_proximity
-122.11,37.89,32,2372,516,1067,492,4.3235,279500,NEAR BAY
-122.27,37.78,45,1169,263,723,286,3.9444,212900,NEAR BAY
-122.13,37.69,17,2380,769,1216,643,3.395,271300,NEAR BAY
-122.02,37.63,6,2445,590,1189,573,3.8958,301100,NEAR BAY
-121.86,39.74,13,3494,843,1571,784,1.1019,120200,INLAND
-119.82,36.77,36,2252,468,1117,442,2.9081,65600,INLAND
-122.25,37.87,52,609,236,1349,250,1.1696,500001,NEAR BAY
-122.28,37.84,52,729,160,395,155,1.6875,132000,NEAR BAY
-121.64,37.85,22,1999,415,967,320,4.4583,253900,INLAND
-121.49,39.52,25,848,153,436,155,3.9028,93800,INLAND
-119.69,36.79,13,1736,313,993,314,3.7697,83600,INLAND
-122.34,37.99,42,1531,326,1271,377,2.6167,85100,NEAR BAY
-122.07,37.98,12,6915,1639,2940,1468,4.0154,186100,NEAR BAY
-121.01,38.73,7,6322,1046,2957,1024,4.7276,197500,INLAND
-119.73,36.68,32,755,205,681,207,1.7986,49300,INLAND
-122.29,37.97,20,3426,632,1512,580,4.4911,227400,NEAR BAY
-122.09,37.69,20,4296,817,1732,800,4.8036,188300,NEAR BAY
-121.97,37.97,24,1330,183,656,205,5.0092,244100,INLAND
-122.12,38.01,50,1738,355,837,363,3.609,135700,NEAR BAY
-122.02,37.87,14,3056,369,1209,377,8.4352,441400,NEAR BAY
-122.27,37.84,48,1922,409,1026,335,1.7969,110400,NEAR BAY
-122.05,37.94,22,4162,1194,1804,1185,2.5459,179300,NEAR BAY
-122.09,37.71,31,1843,282,749,269,5.2855,253500,NEAR BAY
-122.07,37.94,36,2639,488,1111,476,3.5057,205100,NEAR BAY
-122.22,37.79,38,3049,711,2167,659,2.7969,141700,NEAR BAY
-122.01,37.91,21,10093,1269,3645,1219,7.6877,367700,NEAR BAY
-120.98,38.67,13,3432,516,1286,470,5.584,186600,INLAND
-121.83,37.99,18,2741,449,1507,460,4.7566,142500,INLAND
-119.97,38.94,26,1485,334,406,180,1.9667,84600,INLAND
-119.78,36.75,49,1175,307,982,278,1.2937,52000,INLAND
-121.84,39.73,52,677,152,379,154,1.6797,94800,INLAND
-122.07,37.91,33,1550,277,638,254,3.6833,292500,NEAR BAY
-122.25,37.76,52,2876,648,1340,632,3.567,252900,NEAR BAY
-122.04,38.0,16,3077,733,1447,709,3.2484,91100,NEAR BAY
-122.19,37.78,52,2492,415,1109,375,4.3125,164400,NEAR BAY
-122.35,37.94,47,1275,275,844,273,2.8967,95600,NEAR BAY
-122.26,37.9,52,1927,279,705,288,7.8864,357300,NEAR BAY
-119.78,36.78,31,2164,456,959,463,2.3293,73400,INLAND
-122.21,37.78,46,2239,508,1390,569,2.7352,137300,NEAR BAY
-122.13,37.72,26,2862,394,1030,397,7.912,367300,NEAR BAY
-120.0,36.7,33,1902,370,1168,358,2.6852,70800,INLAND
-120.44,38.61,9,2598,548,796,297,3.5192,98000,INLAND
-121.9,38.0,14,2677,368,1288,375,6.0497,177500,INLAND
-122.13,37.75,30,414,54,137,50,4.975,311100,NEAR BAY
-122.17,37.78,42,1524,260,651,267,3.6875,157300,NEAR BAY
-122.08,37.72,32,2476,368,1048,367,5.6194,274700,NEAR BAY
-122.24,37.8,52,1803,420,1321,401,2.957,122800,NEAR BAY
-122.26,38.03,41,1631,282,752,288,3.9345,150200,NEAR BAY
-121.96,37.71,6,8072,1050,3386,1062,7.2494,336500,<1H OCEAN
-121.84,39.73,52,857,232,520,198,0.987,112500,INLAND
-122.11,37.87,33,3398,500,1351,457,6.5814,314200,NEAR BAY
-122.17,37.75,47,998,211,597,185,3.1587,100400,NEAR BAY
-122.22,37.85,28,5287,1048,2031,956,5.457,337300,NEAR BAY
-122.07,37.52,3,14014,2861,7205,2753,6.0824,273500,NEAR BAY
-122.28,37.89,52,2616,473,1085,487,4.125,270900,NEAR BAY
-122.28,37.81,17,1237,462,762,439,0.9241,177500,NEAR BAY
-122.02,38.0,28,2965,533,1591,472,4.6375,178200,NEAR BAY
-122.25,37.89,37,3000,457,987,450,7.5385,350000,NEAR BAY
-122.26,37.87,52,1087,371,3337,350,1.4012,175000,NEAR BAY
-122.14,37.67,37,3156,534,1495,543,4.8125,188300,NEAR BAY
-122.24,37.79,43,1626,376,1284,357,2.2542,112200,NEAR BAY
-122.27,37.85,52,1966,347,793,331,2.775,152500,NEAR BAY
-122.06,37.6,18,1726,276,1186,310,5.3226,231700,NEAR BAY
-122.26,37.86,52,3497,832,1493,794,2.9044,257400,NEAR BAY
-122.06,37.94,19,4005,972,1896,893,2.5268,235700,NEAR BAY
-119.82,36.81,25,3305,551,1149,500,5.0698,150900,INLAND
-119.9,36.58,20,1935,363,1319,359,2.4814,74600,INLAND
-122.02,37.6,32,1295,280,1156,300,3.5,154300,NEAR BAY
-120.19,36.61,29,1479,338,1408,322,2.293,57200,INLAND
-121.79,37.67,26,2163,339,947,346,6.0797,211000,INLAND
-122.29,37.87,44,2539,755,1382,713,2.537,175000,NEAR BAY
-122.07,37.86,17,1102,224,317,208,3.5893,206300,NEAR BAY
-121.97,38.04,38,2505,554,1595,498,2.5833,83500,INLAND
-121.76,37.69,29,3433,711,1919,709,3.3841,184400,INLAND
-122.41,37.98,36,60,15,42,25,1.4583,67500,NEAR BAY
-122.11,37.65,18,4335,808,2041,734,3.4861,331600,NEAR BAY
-122.34,37.94,44,1917,444,936,435,2.7391,140300,NEAR BAY
-122.18,37.75,45,990,261,901,260,2.1731,82000,NEAR BAY
-121.93,37.72,26,3816,637,1935,642,4.4697,221300,<1H OCEAN
-121.6,39.77,23,2263,497,1138,455,2.3403,87300,INLAND
-119.75,36.83,15,2793,436,1411,441,4.9292,109400,INLAND
-119.78,36.71,35,1987,394,1233,383,1.3587,45300,INLAND
-119.8,36.72,43,1286,360,972,345,0.9513,50400,INLAND
-122.25,37.83,52,2376,559,939,519,3.1484,224100,NEAR BAY
-122.07,37.89,38,757,124,319,123,5.6558,263300,NEAR BAY
-122.13,37.75,36,768,93,229,93,5.3602,330000,NEAR BAY
-122.08,37.9,32,1075,170,486,173,5.0499,306800,NEAR BAY
-121.87,38.02,52,2264,439,1403,476,2.7083,99400,INLAND
-119.55,36.52,31,1986,417,1042,422,3.0294,70200,INLAND
-122.24,37.75,27,4051,753,1499,797,4.8711,286600,NEAR BAY
-120.79,38.83,15,1374,291,709,239,1.7222,118500,INLAND
-119.12,36.69,13,3963,812,1905,671,2.2278,90500,INLAND
-121.88,37.66,29,2702,680,1360,642,3.1127,233000,INLAND
-120.56,38.39,20,1326,307,563,237,2.6667,86600,INLAND
-122.03,37.61,33,1518,302,831,268,5.097,188600,NEAR BAY
-119.78,36.8,34,3426,623,1938,647,2.8994,66000,INLAND
-122.1,37.93,20,10212,1424,4083,1374,8.039,382200,NEAR BAY
-122.12,38.0,20,6992,1404,3221,1334,4.2042,166400,NEAR BAY
-122.29,37.89,52,979,175,374,153,5.1675,270600,NEAR BAY
-122.08,37.61,26,2261,443,1039,395,3.7931,203900,NEAR BAY
-122.13,37.7,43,3046,557,1333,544,3.4583,183700,NEAR BAY
-122.19,37.76,41,921,207,522,159,1.2083,72500,NEAR BAY
-121.81,38.01,47,1942,430,1074,393,2.2361,105100,INLAND
-121.86,37.7,13,9621,1344,4389,1391,6.6827,313700,INLAND
-122.21,37.78,44,1729,414,1240,393,2.3125,102800,NEAR BAY
-122.09,37.64,36,1885,307,853,271,4.1141,173100,NEAR BAY
-122.2,39.15,33,1064,174,434,147,3.125,108000,INLAND
-119.73,36.81,19,1699,356,994,368,2.7778,79700,INLAND
-119.77,36.44,26,1727,289,802,259,3.2083,75000,INLAND
-122.17,37.88,33,3626,502,1348,480,7.6107,423200,NEAR BAY
-121.98,37.97,26,2738,428,1316,430,5.2442,213200,INLAND
-122.05,37.57,7,10648,1818,6075,1797,6.1047,278200,NEAR BAY
-119.69,36.75,6,1926,303,965,316,4.7463,93100,INLAND
-121.62,39.79,11,3835,727,1456,658,2.5374,97200,INLAND
-122.19,37.75,36,1126,263,482,150,1.9167,82800,NEAR BAY
-119.77,36.73,45,1081,241,821,230,1.7829,52600,INLAND
-122.27,37.85,47,2077,400,719,326,2.2431,172700,NEAR BAY
-120.67,36.72,18,819,198,996,198,2.5,112500,INLAND
-121.95,37.96,18,2739,393,1072,374,6.1436,259500,INLAND
-121.58,39.51,24,1865,372,1087,385,1.6389,56700,INLAND
-121.92,37.49,10,7441,1588,3571,1466,5.1643,193100,<1H OCEAN
-121.93,37.7,3,2456,582,793,456,4.4087,225600,<1H OCEAN
-122.26,37.82,40,624,195,423,160,0.9506,187500,NEAR BAY
-119.87,36.78,4,6102,1114,3406,1115,3.4213,84500,INLAND
-122.04,37.61,36,1151,216,727,215,4.1719,187000,NEAR BAY
-120.03,38.89,15,3042,588,918,336,3.8333,118800,INLAND
-119.79,36.7,23,1731,363,1210,341,1.3922,49500,INLAND
-122.08,37.62,27,1826,309,1016,313,5.64,206500,NEAR BAY
-122.08,37.93,35,4043,689,1832,662,5.0761,233200,NEAR BAY
-122.15,37.73,28,2215,587,830,573,2.1898,141700,NEAR BAY
-121.7,37.98,9,3079,519,1562,512,5.1041,172900,INLAND
-119.74,36.83,14,4675,829,2235,787,4.1098,108200,INLAND
-122.21,38.06,52,2735,559,1076,487,3.6154,155700,NEAR BAY
-119.82,36.77,41,1441,274,646,296,3.0568,71300,INLAND
-122.27,37.82,43,1868,456,1061,407,1.5045,93800,NEAR BAY
-122.27,37.84,52,2436,541,1015,478,1.725,113900,NEAR BAY
-122.0,37.96,32,3364,666,1980,678,3.7,179000,INLAND
-119.71,36.88,17,2236,315,992,312,6.9405,165200,INLAND
-122.29,37.76,18,2873,763,1243,663,5.1702,265400,NEAR BAY
-121.82,37.69,12,1906,351,802,319,4.9375,227700,INLAND
-119.7,36.8,34,1768,303,888,314,3.8088,87700,INLAND
-122.33,37.94,44,1769,332,828,309,4.0526,150800,NEAR BAY
-122.18,37.73,42,4074,874,2736,780,2.455,82400,NEAR BAY
-119.71,36.76,28,2675,527,1392,521,2.3108,72000,INLAND
-120.93,38.77,9,2229,355,788,341,5.5111,196300,INLAND
-122.17,37.72,46,1369,284,766,289,3.5313,159700,NEAR BAY
-121.53,39.53,35,1806,293,683,295,4.5156,91200,INLAND
-120.37,38.23,13,4401,829,924,383,2.6942,123500,INLAND
-122.04,37.97,10,974,316,631,286,2.3152,140600,NEAR BAY
-119.59,36.72,18,1284,193,621,190,4.5375,130600,INLAND
-122.07,37.68,36,1815,426,1280,431,3.25,218100,NEAR BAY
-119.8,36.71,29,1541,291,1007,313,2.0043,53500,INLAND
-121.86,38.0,16,3216,464,1504,453,5.25,161700,INLAND
-122.22,37.8,52,2183,465,1129,460,3.2632,227700,NEAR BAY
-119.69,36.8,31,2576,458,1306,418,3.2813,68700,INLAND
-122.01,37.94,18,2077,298,937,292,6.3809,273600,NEAR BAY
-121.96,37.53,18,2375,652,1252,586,2.6198,235900,<1H OCEAN
-119.8,36.75,41,1659,466,1391,447,1.3527,61200,INLAND
-121.87,37.57,13,5519,833,2444,825,7.0691,393200,<1H OCEAN
-121.54,39.5,38,1438,310,779,275,1.3289,39400,INLAND
-119.68,36.83,11,2455,344,1110,339,6.1133,120000,INLAND
-121.63,39.75,37,1296,296,569,257,1.8616,70500,INLAND
-122.33,37.95,42,1627,336,848,316,3.7708,144600,NEAR BAY
-122.27,37.88,52,2803,930,1372,876,2.1907,271400,NEAR BAY
-121.99,37.54,26,2332,371,1285,404,5.388,225000,<1H OCEAN
-120.34,38.25,17,5497,1056,997,408,2.9821,111500,INLAND
-122.04,37.97,26,2470,626,1174,573,2.9861,160900,NEAR BAY
-119.91,36.83,29,2205,366,1072,345,3.8056,165400,INLAND
-119.83,36.73,21,1702,358,1347,316,2.4137,62100,INLAND
-119.43,36.63,25,1784,312,904,303,3.625,107600,INLAND
-122.2,37.82,37,1229,181,420,176,7.0175,366700,NEAR BAY
-122.04,37.63,21,1307,236,586,249,4.7813,241900,NEAR BAY
-121.91,37.71,25,4377,668,2038,671,5.7233,231800,<1H OCEAN
-121.89,39.76,15,10265,1860,4591,1906,3.07,142600,INLAND
-122.06,37.91,15,5393,1422,2133,1288,4.1612,232800,NEAR BAY
-122.01,37.55,34,2791,495,1276,468,4.9167,256300,NEAR BAY
-121.59,39.78,18,945,205,385,207,2.1838,58000,INLAND
-119.47,36.69,19,3351,589,1578,542,3.2917,160100,INLAND
-119.69,36.46,29,1702,301,914,280,2.8125,79200,INLAND
-120.5,38.87,10,81,41,55,16,4.9583,87500,INLAND
-121.96,37.96,28,1838,273,899,270,5.2145,229200,INLAND
-122.33,37.96,46,1222,236,819,251,3.9118,129400,NEAR BAY
-122.28,37.75,20,1156,365,583,326,3.1972,100000,NEAR BAY
-121.68,37.93,44,1014,225,704,238,1.6554,119400,INLAND
-122.32,37.92,29,2304,399,1377,454,5.0187,140600,NEAR BAY
-122.03,37.98,45,2842,567,1261,535,3.6042,138200,NEAR BAY
-122.15,37.73,52,1028,129,317,143,4.9135,275000,NEAR BAY
-119.74,36.73,34,1254,272,1056,279,2.3269,50800,INLAND
-119.83,36.71,43,355,81,233,75,2.4167,73900,INLAND
-119.84,36.8,16,2849,506,1508,478,3.4074,72700,INLAND
-122.23,37.77,52,772,179,409,160,3.3214,189600,NEAR BAY
-122.29,37.87,52,2225,460,1145,430,2.6165,150000,NEAR BAY
-121.97,37.54,28,2312,496,1344,467,4.7135,203200,<1H OCEAN
-122.1,37.97,18,4326,655,1753,646,5.6931,269600,NEAR BAY
-120.76,38.76,21,3509,606,1576,564,2.6392,148500,INLAND
-121.93,37.72,26,2806,459,1453,444,4.9107,213800,<1H OCEAN
-121.56,39.51,47,1064,245,603,190,1.3654,57900,INLAND
-122.31,37.92,12,1895,600,983,519,2.5,195800,NEAR BAY
-120.85,38.69,18,5928,1097,2697,1096,3.4872,141400,INLAND
-122.04,37.66,10,2031,357,867,352,5.3169,299200,NEAR BAY
-122.04,37.88,32,3250,550,1230,557,4.6424,312700,NEAR BAY
-122.36,37.93,42,1796,389,1107,372,1.9375,87000,NEAR BAY
-119.81,36.85,17,2340,370,1174,396,4.2304,94400,INLAND
-119.73,36.73,7,2461,647,1587,551,1.4007,225000,INLAND
-122.12,37.68,35,1958,484,1146,448,2.95,148900,NEAR BAY
-122.05,37.61,16,1642,346,705,351,2.8971,163900,NEAR BAY
-122.1,37.66,36,1305,225,768,234,4.275,185300,NEAR BAY
-122.22,37.79,37,2343,574,1608,523,2.1494,132500,NEAR BAY
-122.2,37.88,36,1065,160,398,155,7.7736,378100,NEAR BAY
-122.01,37.92,16,2638,345,1055,334,8.1163,365800,NEAR BAY
-122.22,37.77,52,1137,301,866,259,2.59,96400,NEAR BAY
-122.29,37.81,26,768,152,392,127,1.7719,82500,NEAR BAY
-122.26,37.84,52,950,202,467,198,3.9643,188800,NEAR BAY
-121.47,39.49,17,1554,242,553,230,3.2174,91800,INLAND
-122.18,37.72,45,1498,313,1003,305,3.8047,156700,NEAR BAY
-122.34,37.98,33,2014,410,1354,427,3.9773,131300,NEAR BAY
-119.58,36.77,19,3225,548,1760,542,4.0227,126500,INLAND
-119.77,36.77,38,3065,658,1441,625,2.0564,64700,INLAND
-122.04,37.97,21,6445,1839,3621,1735,2.5841,112500,NEAR BAY
-119.83,36.72,28,60,10,46,13,4.35,67500,INLAND
-122.29,37.88,50,1211,261,523,227,3.8672,216700,NEAR BAY
-122.36,38.03,32,2159,393,981,369,4.3173,175400,NEAR BAY
-122.07,37.63,27,2784,723,2028,693,2.4808,157600,NEAR BAY
-122.15,37.72,47,1190,251,540,266,3.375,198300,NEAR BAY
-124.3,41.8,19,2672,552,1298,478,1.9797,85800,NEAR OCEAN
-120.97,38.65,9,3707,602,1601,555,4.0714,300600,INLAND
-120.04,38.86,16,2708,481,712,261,3.7891,117700,INLAND
-121.76,37.68,35,1864,357,1189,349,4.2361,177500,INLAND
-122.27,37.89,52,1978,293,723,272,5.3989,335600,NEAR BAY
-122.36,37.93,17,1258,254,885,229,3.05,121600,NEAR BAY
-122.06,37.68,30,5367,1207,2667,1047,3.1796,170300,NEAR BAY
-122.27,37.8,52,249,78,396,85,1.2434,500001,NEAR BAY
-122.19,37.73,45,1528,291,801,287,1.2625,84700,NEAR BAY
-122.22,37.8,52,2721,541,1185,515,4.5428,239800,NEAR BAY
-122.23,37.78,52,986,258,1008,255,1.4844,119400,NEAR BAY
-119.95,36.8,30,1233,214,620,199,3.4297,112500,INLAND
-122.1,37.66,37,901,191,599,206,3.7303,149700,NEAR BAY
-122.11,37.66,35,2843,652,1726,643,3.09,174100,NEAR BAY
-122.26,37.83,52,1656,420,718,382,2.6768,182300,NEAR BAY
-122.19,37.76,45,995,238,630,237,1.925,74100,NEAR BAY
-122.32,37.97,33,1595,292,991,300,4.6937,134100,NEAR BAY
-121.99,37.97,28,2839,428,1372,443,6.2135,217200,INLAND
-121.71,39.41,22,1814,342,941,323,2.1728,59400,INLAND
-122.11,37.88,37,4005,614,1602,606,6.4666,348200,NEAR BAY
-122.08,37.69,42,1414,274,629,244,3.3478,184900,NEAR BAY
-119.34,36.62,26,1922,339,1148,332,2.6058,92200,INLAND
-120.91,38.11,9,3585,680,1800,598,3.636,133100,INLAND
-122.02,37.6,31,2155,522,1858,437,2.652,159800,NEAR BAY
-122.2,37.9,36,2107,287,740,280,10.3416,500001,NEAR BAY
-119.86,36.43,34,1175,251,683,261,1.7176,58400,INLAND
-121.97,37.79,17,5688,824,2111,773,6.6131,312500,<1H OCEAN
-122.18,37.7,36,2639,533,1209,519,4.0268,205500,NEAR BAY
-119.82,36.8,33,1670,256,528,250,2.9471,99500,INLAND
-122.25,37.89,41,1125,195,356,181,6.1593,344000,NEAR BAY
-119.73,36.74,14,6202,1551,5561,1435,1.6073,64700,INLAND
-122.05,37.54,25,4209,731,2568,703,5.2882,223100,NEAR BAY
-122.04,37.96,16,2913,723,1705,693,2.9097,106300,NEAR BAY
-121.88,38.0,16,2605,440,1352,408,4.1947,140300,INLAND
-120.55,36.97,42,1766,344,1084,323,2.3295,74400,INLAND
-124.15,41.81,17,3276,628,3546,585,2.2868,103100,NEAR OCEAN
-121.83,39.76,12,9831,1921,4644,1775,3.1142,112600,INLAND
-121.83,37.99,16,2919,462,1456,453,5.6779,164700,INLAND
-120.98,38.66,9,2073,404,916,373,3.225,163300,INLAND
-122.08,37.63,34,1619,293,1148,310,4.0326,164700,NEAR BAY
-119.98,38.92,27,2682,606,1010,399,3.15,86900,INLAND
-122.23,37.8,52,2033,486,787,459,3.1603,269500,NEAR BAY
-122.14,37.68,27,3337,613,1489,607,3.6364,219200,NEAR BAY
-119.77,36.91,3,7520,1143,2878,1077,5.3272,174200,INLAND
-119.32,36.62,15,1070,256,1070,243,1.5642,51500,INLAND
-122.19,37.77,42,932,254,900,263,1.8039,92300,NEAR BAY
-119.75,36.76,32,2072,497,2002,470,1.3278,44500,INLAND
-119.85,36.8,14,4177,914,2300,867,2.9565,73000,INLAND
-121.79,38.0,34,3090,593,1588,566,3.6118,124700,INLAND
-120.91,38.62,12,4545,748,2033,718,4.1843,207600,INLAND
-121.98,37.53,26,3179,703,2142,639,4.1947,222700,<1H OCEAN
-122.08,37.87,26,2405,564,680,531,2.4896,73400,NEAR BAY
-122.08,37.92,28,2377,469,1068,435,4.4561,250000,NEAR BAY
-119.55,36.6,18,2379,448,1638,436,2.309,57100,INLAND
-120.55,38.12,10,1566,325,785,291,2.5,116100,INLAND
-119.58,36.69,42,1032,215,812,225,1.9766,58100,INLAND
-122.24,37.8,49,2838,749,1487,677,2.5238,169300,NEAR BAY
-121.8,38.0,34,2738,475,1316,459,3.5368,122500,INLAND
-122.27,37.9,42,1650,274,645,256,5.6228,375400,NEAR BAY
-122.27,37.82,21,896,453,735,438,0.9218,171900,NEAR BAY
-122.26,38.0,6,678,104,318,91,5.2375,246400,NEAR BAY
-122.28,37.8,52,215,87,904,88,0.8668,137500,NEAR BAY
-122.24,37.77,52,1711,386,885,373,3.6417,206300,NEAR BAY
-122.02,37.96,25,2615,368,935,366,6.6727,305100,NEAR BAY
-122.09,37.65,27,2630,722,1414,634,2.8203,195200,NEAR BAY
-120.6,38.76,22,1236,273,615,248,3.0217,106900,INLAND
-122.08,37.68,15,3051,685,1479,668,3.5295,242200,NEAR BAY
-119.89,36.7,32,1485,269,867,271,2.5809,78300,INLAND
-119.41,36.68,18,1802,332,945,292,3.4044,115300,INLAND
-122.27,37.82,43,1007,312,558,253,1.7348,137500,NEAR BAY
-120.67,37.97,9,7450,1475,2233,930,2.6528,133000,INLAND
-122.14,37.67,34,3036,533,1366,500,4.2386,192300,NEAR BAY
-122.21,37.77,52,745,153,473,149,2.6765,88800,NEAR BAY
-122.07,37.96,34,1692,290,836,289,5.0172,197100,NEAR BAY
-121.86,39.75,18,1651,309,856,293,3.5046,118300,INLAND
-122.01,37.57,14,16199,2993,8117,2847,5.8322,281800,NEAR BAY
-122.18,37.73,44,548,119,435,136,2.1111,79700,NEAR BAY
-122.1,37.69,44,2341,500,1256,485,2.9507,157100,NEAR BAY
-119.69,36.79,5,2613,476,1490,481,4.0993,83000,INLAND
-122.14,38.01,50,1760,341,741,316,4.5,178300,NEAR BAY
-119.69,36.82,15,3303,512,1687,505,4.81,93600,INLAND
-122.16,37.75,35,667,140,406,133,3.8047,94300,NEAR BAY
-122.34,37.97,19,2237,580,1438,551,2.3382,120700,NEAR BAY
-119.69,36.83,8,943,189,475,155,4.9327,89500,INLAND
-122.11,37.64,31,1487,280,854,301,5.2312,197600,NEAR BAY
-121.78,37.67,26,2211,344,1024,321,5.2649,199800,INLAND
-121.84,39.76,14,2351,620,1215,548,2.3155,102300,INLAND
-122.15,37.75,40,1445,256,849,255,3.8913,126300,NEAR BAY
-121.57,39.74,17,1619,292,705,285,2.4623,126100,INLAND
-119.49,36.58,21,2106,410,867,380,1.9913,95300,INLAND
-120.06,39.01,19,2967,528,112,48,4.0714,437500,INLAND
-121.77,37.67,20,8068,1217,3489,1259,5.7907,264200,INLAND
-119.78,36.85,12,782,166,292,164,2.8274,79500,INLAND
-122.17,37.75,43,1587,320,907,306,1.9821,98300,NEAR BAY
-122.12,37.75,28,794,111,329,109,7.6923,329800,NEAR BAY
-122.07,37.97,20,1705,353,856,341,3.7262,211800,NEAR BAY
-121.96,37.52,26,4211,741,2352,734,5.2396,223900,<1H OCEAN
-121.95,37.55,21,10687,1540,4552,1520,6.6478,333400,<1H OCEAN
-122.19,37.76,26,1293,297,984,303,1.9479,85800,NEAR BAY
-119.46,36.6,18,1404,226,754,229,3.9844,118100,INLAND
-122.29,37.86,52,1665,404,815,372,1.9946,156900,NEAR BAY
-122.15,37.67,35,2472,398,1171,390,5.5797,198100,NEAR BAY
-119.74,36.8,18,10862,2401,5466,2209,2.4678,74300,INLAND
-119.71,36.73,19,3972,585,1586,560,5.2608,151400,INLAND
-122.02,37.56,23,4332,857,2461,829,4.3594,223400,NEAR BAY
-120.02,38.76,15,3142,618,725,285,4.3333,121400,INLAND
-121.79,38.01,17,4032,814,1749,618,3.1728,146800,INLAND
-121.02,38.66,4,7392,1155,3096,1065,4.5246,198900,INLAND
-122.09,37.89,35,880,139,352,132,6.8686,406500,NEAR BAY
-122.22,37.79,46,2366,575,1647,527,2.6042,124700,NEAR BAY
-122.29,37.89,52,2178,421,940,423,5.0551,232200,NEAR BAY
-122.26,37.84,52,696,191,345,174,2.6736,191300,NEAR BAY
-122.07,37.91,28,1731,295,810,295,5.0391,259800,NEAR BAY
-121.8,39.75,11,7212,1355,3264,1264,3.1125,122600,INLAND
-121.96,37.95,7,3418,740,1583,676,3.6133,196100,INLAND
-123.92,41.54,22,2920,636,1382,499,2.0202,71100,NEAR OCEAN
-119.68,36.81,16,2668,454,1536,457,3.9792,88900,INLAND
-122.17,37.76,33,1280,307,999,286,2.5625,89300,NEAR BAY
-121.82,37.73,47,127,23,51,21,4.3472,375000,INLAND
-122.27,37.88,37,2619,682,1152,616,2.52,277800,NEAR BAY
-121.97,37.8,17,3279,418,1222,381,7.9168,356000,<1H OCEAN
-119.64,36.82,14,4872,656,2085,617,5.6739,173800,INLAND
-122.12,38.01,50,1300,263,691,239,3.9519,126500,NEAR BAY
-119.53,36.78,20,2822,479,1372,455,4.5625,136900,INLAND
-121.61,37.77,32,404,74,144,58,4.2083,125000,INLAND
-122.02,37.88,16,3031,438,1087,421,7.3732,287300,NEAR BAY
-119.78,36.8,34,2200,493,1243,431,1.8514,66500,INLAND
-121.7,37.93,10,3258,612,1779,558,4.6587,152500,INLAND
-122.35,37.96,32,1991,504,1139,423,2.0353,113600,NEAR BAY
-122.1,37.66,33,1954,464,1293,448,3.0489,152600,NEAR BAY
-122.13,37.74,41,4400,666,1476,648,5.0,248900,NEAR BAY
-119.74,36.73,42,1236,272,946,261,2.0536,50000,INLAND
-122.15,37.74,49,1325,277,764,282,3.3125,118000,NEAR BAY
-122.18,37.77,51,2107,471,1173,438,3.2552,120100,NEAR BAY
-122.17,37.72,43,3783,814,2139,789,4.0202,166300,NEAR BAY
-121.87,37.66,52,775,134,315,123,5.0677,233300,INLAND
-122.23,37.82,52,1611,203,556,179,8.7477,500001,NEAR BAY
-124.22,41.73,28,3003,699,1530,653,1.7038,78300,NEAR OCEAN
-119.82,36.75,41,1022,209,741,213,2.0781,48800,INLAND
-122.11,37.7,23,1689,461,828,443,2.1552,161400,NEAR BAY
-119.77,36.75,39,1287,332,1386,306,1.5227,46900,INLAND
-122.01,37.92,18,2808,337,1038,337,8.3956,353600,NEAR BAY
-122.3,37.93,34,2254,357,715,306,4.5,304000,NEAR BAY
-122.18,37.75,36,1047,214,651,166,1.712,82100,NEAR BAY
-122.2,37.78,39,1752,399,1071,376,3.1167,121600,NEAR BAY
-121.78,37.68,17,3112,872,1392,680,3.0222,172500,INLAND
-122.06,37.63,23,1939,356,841,364,3.3611,169200,NEAR BAY
-122.25,37.8,43,2344,647,1710,644,1.6504,151800,NEAR BAY
-122.34,37.95,44,1675,317,806,311,3.0694,135300,NEAR BAY
-121.95,37.74,19,5721,837,2653,813,6.2631,266000,<1H OCEAN
-120.01,38.92,25,1758,357,689,278,2.675,104200,INLAND
-122.07,37.63,24,2329,465,1401,453,4.5913,177600,NEAR BAY
-119.81,36.71,25,1026,221,789,183,1.5625,52800,INLAND
-122.08,37.97,9,2643,439,1105,467,6.6579,245200,NEAR BAY
-121.8,39.75,28,2551,378,1011,374,4.3309,125200,INLAND
-122.14,37.68,31,3184,716,1561,628,2.7955,183100,NEAR BAY
-121.93,37.76,5,2255,269,876,258,10.3345,461400,<1H OCEAN
-122.01,37.95,8,3866,539,1555,513,6.0901,298200,NEAR BAY
-119.77,36.77,29,2554,705,2669,655,1.2176,61900,INLAND
-122.28,37.99,28,3801,622,1654,571,4.375,193300,NEAR BAY
-122.23,37.78,43,1420,472,1506,438,1.9338,112500,NEAR BAY
-122.12,37.81,26,4048,513,1486,498,7.6717,416500,NEAR BAY
-122.18,37.74,35,504,126,323,109,1.8438,90500,NEAR BAY
-121.81,37.99,22,2331,359,1086,340,5.1435,150800,INLAND
-122.18,37.8,23,2317,336,955,328,6.7527,285800,NEAR BAY
-119.78,36.86,10,2902,363,1200,363,8.3608,187300,INLAND
-119.81,36.79,39,2471,460,1118,431,2.4167,71900,INLAND
-122.12,37.99,33,1660,277,741,261,4.675,225400,NEAR BAY
-121.98,37.54,17,5133,1375,3386,1339,3.1326,220800,<1H OCEAN
-121.85,39.74,41,2901,689,1426,632,1.5633,84500,INLAND
-120.41,38.33,17,1463,338,529,226,3.024,100900,INLAND
